DATADECADASTRO;QTDE
2019-02-27;31
2019-02-28;17
2019-03-01;5
2019-03-04;1
2019-03-07;19
2019-03-08;27
2019-03-11;32
2019-03-12;28
2019-03-13;36
2019-03-14;21
2019-03-15;31
2019-03-18;31
2019-03-19;25
2019-03-20;28
2019-03-21;30
2019-03-22;18
2019-03-25;26
2019-03-26;27
2019-03-27;29
2019-03-28;26
2019-03-29;16
2019-04-01;27
2019-04-02;21
2019-04-03;28
2019-04-04;32
2019-04-05;17
2019-04-07;8
2019-04-08;32
2019-04-09;31
2019-04-10;29
2019-04-11;18
2019-04-12;31
2019-04-13;1
2019-04-15;18
2019-04-16;26
2019-04-17;18
2019-04-18;4
2019-04-20;2
2019-04-22;39
2019-04-23;25
2019-04-24;30
2019-04-25;34
2019-04-26;26
2019-04-27;1
2019-04-29;36
2019-04-30;27
2019-05-01;1
2019-05-02;17
2019-05-03;19
2019-05-06;55
2019-05-07;31
2019-05-08;32
2019-05-09;31
2019-05-10;20
2019-05-13;25
2019-05-14;13
2019-05-15;35
2019-05-16;38
2019-05-17;17
2019-05-19;1
2019-05-20;34
2019-05-21;30
2019-05-22;23
2019-05-23;33
2019-05-24;14
2019-05-27;23
2019-05-28;16
2019-05-29;33
2019-05-30;48
2019-05-31;18
2019-06-03;23
2019-06-04;30
2019-06-05;27
2019-06-06;17
2019-06-07;15
2019-06-10;14
2019-06-11;31
2019-06-12;35
2019-06-13;24
2019-06-14;5
2019-06-17;21
2019-06-18;16
2019-06-19;18
2019-06-23;4
2019-06-25;20
2019-06-26;34
2019-06-27;39
2019-06-28;10
2019-06-29;4
2019-07-01;2
2019-07-03;17
2019-07-04;33
2019-07-05;48
2019-07-07;5
2019-07-08;30
2019-07-09;27
2019-07-10;22
2019-07-11;29
2019-07-12;32
2019-07-15;52
2019-07-16;21
2019-07-17;37
2019-07-18;47
2019-07-19;63
2019-07-22;31
2019-07-23;53
2019-07-24;47
2019-07-25;47
2019-07-26;32
2019-07-27;1
2019-07-29;50
2019-07-30;83
2019-07-31;58
2019-08-01;72
2019-08-02;23
2019-08-05;70
2019-08-06;78
2019-08-07;31
2019-08-08;45
2019-08-09;30
2019-08-12;59
2019-08-13;46
2019-08-14;46
2019-08-15;28
2019-08-16;63
2019-08-17;2
2019-08-19;21
2019-08-20;79
2019-08-21;67
2019-08-22;35
2019-08-23;41
2019-08-26;48
2019-08-27;43
2019-08-28;56
2019-08-29;72
2019-08-30;33
2019-08-31;1
2019-09-02;64
2019-09-03;64
2019-09-04;59
2019-09-05;42
2019-09-06;59
2019-09-09;52
2019-09-10;58
2019-09-11;64
2019-09-12;49
2019-09-13;18
2019-09-14;2
2019-09-16;75
2019-09-17;88
2019-09-18;53
2019-09-19;92
2019-09-20;24
2019-09-21;1
2019-09-23;61
2019-09-24;67
2019-09-25;50
2019-09-26;54
2019-09-27;43
2019-09-30;54
2019-10-01;58
2019-10-02;34
2019-10-03;57
2019-10-04;44
2019-10-07;30
2019-10-08;84
2019-10-09;50
2019-10-10;72
2019-10-11;23
2019-10-14;37
2019-10-15;78
2019-10-16;54
2019-10-17;76
2019-10-18;33
2019-10-21;39
2019-10-22;58
2019-10-23;80
2019-10-24;47
2019-10-25;28
2019-10-26;3
2019-10-28;1
2019-10-29;41
2019-10-30;69
2019-10-31;41
2019-11-01;18
2019-11-02;2
2019-11-04;46
2019-11-05;54
2019-11-06;42
2019-11-07;31
2019-11-08;81
2019-11-09;1
2019-11-11;48
2019-11-12;48
2019-11-13;36
2019-11-14;29
2019-11-15;3
2019-11-16;1
2019-11-17;2
2019-11-18;27
2019-11-19;88
2019-11-20;64
2019-11-21;38
2019-11-22;39
2019-11-23;1
2019-11-25;33
2019-11-26;58
2019-11-27;60
2019-11-28;54
2019-11-29;31
2019-11-30;1
2019-12-02;58
2019-12-03;110
2019-12-04;33
2019-12-05;53
2019-12-06;22
2019-12-09;28
2019-12-10;69
2019-12-11;59
2019-12-12;32
2019-12-13;43
2019-12-15;7
2019-12-16;35
2019-12-17;72
2019-12-18;43
2019-12-19;67
2019-12-20;26
2019-12-23;5
2019-12-26;6
2019-12-27;11
2019-12-30;1
2020-01-02;31
2020-01-03;50
2020-01-06;33
2020-01-07;54
2020-01-08;42
2020-01-09;68
2020-01-10;42
2020-01-11;5
2020-01-12;1
2020-01-13;51
2020-01-14;60
2020-01-15;44
2020-01-16;57
2020-01-17;43
2020-01-18;1
2020-01-20;20
2020-01-21;44
2020-01-22;39
2020-01-23;44
2020-01-24;60
2020-01-25;1
2020-01-27;65
2020-01-28;46
2020-01-29;28
2020-01-30;45
2020-01-31;36
2020-02-03;26
2020-02-04;68
2020-02-05;47
2020-02-06;78
2020-02-07;33
2020-02-09;1
2020-02-10;62
2020-02-11;90
2020-02-12;72
2020-02-13;55
2020-02-14;56
2020-02-17;58
2020-02-18;47
2020-02-19;31
2020-02-20;35
2020-02-21;4
2020-02-26;1
2020-02-27;39
2020-02-28;35
2020-03-02;39
2020-03-03;54
2020-03-04;56
2020-03-05;31
2020-03-06;43
2020-03-09;70
2020-03-10;40
2020-03-11;37
2020-03-12;34
2020-03-13;24
2020-03-16;36
2020-03-17;29
2020-03-18;35
2020-03-19;16
2020-03-20;3
2020-03-23;19
2020-03-24;6
2020-03-25;5
2020-03-26;4
2020-03-27;5
2020-03-28;2
2020-03-30;2
2020-03-31;9
2020-04-01;2
2020-04-03;5
2020-04-06;19
2020-04-07;10
2020-04-08;3
2020-04-09;2
2020-04-13;6
2020-04-14;6
2020-04-15;9
2020-04-16;19
2020-04-17;6
2020-04-20;6
2020-04-22;9
2020-04-23;22
2020-04-24;9
2020-04-26;1
2020-04-27;9
2020-04-28;11
2020-04-29;11
2020-04-30;6
2020-05-04;14
2020-05-05;12
2020-05-06;12
2020-05-07;10
2020-05-08;14
2020-05-11;15
2020-05-12;7
2020-05-13;9
2020-05-14;12
2020-05-15;12
2020-05-17;1
2020-05-18;7
2020-05-19;7
2020-05-20;7
2020-05-21;25
2020-05-22;6
2020-05-25;4
2020-05-26;3
2020-05-27;3
2020-05-28;13
2020-05-29;11
2020-06-01;11
2020-06-02;14
2020-06-03;23
2020-06-04;10
2020-06-05;12
2020-06-08;10
2020-06-09;14
2020-06-10;14
2020-06-12;10
2020-06-15;20
2020-06-16;16
2020-06-17;17
2020-06-18;5
2020-06-19;5
2020-06-22;20
2020-06-23;9
2020-06-24;6
2020-06-25;5
2020-06-26;9
2020-06-27;1
2020-06-29;11
2020-06-30;6
2020-07-01;12
2020-07-02;22
2020-07-03;13
2020-07-04;2
2020-07-06;12
2020-07-07;9
2020-07-08;13
2020-07-09;26
2020-07-10;19
2020-07-11;1
2020-07-13;29
2020-07-14;17
2020-07-15;22
2020-07-16;16
2020-07-17;6
2020-07-19;2
2020-07-20;13
2020-07-21;14
2020-07-22;8
2020-07-23;11
2020-07-24;15
2020-07-27;14
2020-07-28;13
2020-07-29;16
2020-07-30;12
2020-07-31;4
2020-08-03;13
2020-08-04;28
2020-08-05;12
2020-08-06;20
2020-08-07;11
2020-08-10;20
2020-08-11;43
2020-08-12;16
2020-08-13;21
2020-08-14;11
2020-08-17;16
2020-08-18;16
2020-08-19;19
2020-08-20;14
2020-08-21;24
2020-08-24;9
2020-08-25;33
2020-08-26;18
2020-08-27;12
2020-08-28;19
2020-08-31;13
2020-09-01;10
2020-09-02;24
2020-09-03;21
2020-09-04;8
2020-09-08;30
2020-09-09;18
2020-09-10;12
2020-09-11;14
2020-09-14;39
2020-09-15;41
2020-09-16;27
2020-09-17;27
2020-09-18;24
2020-09-21;28
2020-09-22;23
2020-09-23;30
2020-09-24;19
2020-09-25;30
2020-09-28;25
2020-09-29;27
2020-09-30;25
2020-10-01;30
2020-10-02;30
2020-10-05;23
2020-10-06;36
2020-10-07;22
2020-10-08;23
2020-10-09;27
2020-10-13;21
2020-10-14;21
2020-10-15;13
2020-10-16;49
2020-10-19;35
2020-10-20;7
2020-10-21;29
2020-10-22;35
2020-10-23;26
2020-10-25;1
2020-10-26;25
2020-10-27;16
2020-10-28;17
2020-10-29;25
2020-10-30;3
2020-11-03;38
2020-11-04;22
2020-11-05;34
2020-11-06;28
2020-11-07;1
2020-11-09;13
2020-11-10;42
2020-11-11;32
2020-11-12;22
2020-11-13;29
2020-11-14;1
2020-11-16;19
2020-11-17;39
2020-11-18;77
2020-11-19;29
2020-11-20;37
2020-11-23;48
2020-11-24;26
2020-11-25;35
2020-11-26;17
2020-11-27;22
2020-11-30;30
2020-12-01;12
2020-12-02;19
2020-12-03;46
2020-12-04;48
2020-12-06;1
2020-12-07;45
2020-12-08;35
2020-12-09;26
2020-12-10;47
2020-12-11;12
2020-12-12;1
2020-12-14;22
2020-12-15;32
2020-12-16;30
2020-12-17;78
2020-12-18;14
2020-12-20;37
2020-12-21;22
2020-12-22;25
2020-12-23;4
2020-12-24;1
2020-12-27;18
2020-12-28;6
2020-12-29;11
2020-12-30;12
2021-01-02;1
2021-01-04;13
2021-01-05;13
2021-01-06;35
2021-01-07;50
2021-01-08;9
2021-01-11;11
2021-01-12;18
2021-01-13;43
2021-01-14;30
2021-01-15;13
2021-01-16;1
2021-01-18;30
2021-01-19;33
2021-01-20;38
2021-01-21;42
2021-01-22;19
2021-01-24;1
2021-01-25;36
2021-01-26;31
2021-01-27;25
2021-01-28;20
2021-01-29;24
2021-01-30;2
2021-02-01;20
2021-02-02;58
2021-02-03;23
2021-02-04;45
2021-02-05;8
2021-02-07;10
2021-02-08;25
2021-02-09;39
2021-02-10;30
2021-02-11;18
2021-02-12;40
2021-02-15;15
2021-02-16;21
2021-02-17;20
2021-02-18;41
2021-02-19;21
2021-02-22;36
2021-02-23;56
2021-02-24;29
2021-02-25;85
2021-02-26;15
2021-03-01;29
2021-03-02;28
2021-03-03;26
2021-03-04;18
2021-03-05;26
2021-03-07;2
2021-03-08;32
2021-03-09;23
2021-03-10;37
2021-03-11;33
2021-03-12;24
2021-03-13;1
2021-03-15;29
2021-03-16;19
2021-03-17;18
2021-03-18;32
2021-03-19;36
2021-03-20;2
2021-03-22;23
2021-03-23;25
2021-03-24;36
2021-03-25;64
2021-03-26;23
2021-03-29;26
2021-03-30;35
2021-03-31;24
2021-04-01;9
2021-04-02;1
2021-04-03;5
2021-04-05;33
2021-04-06;23
2021-04-07;33
2021-04-08;33
2021-04-09;10
2021-04-10;1
2021-04-12;26
2021-04-13;25
2021-04-14;19
2021-04-15;27
2021-04-16;14
2021-04-19;50
2021-04-20;38
2021-04-22;34
2021-04-23;34
2021-04-26;15
2021-04-27;47
2021-04-28;44
2021-04-29;43
2021-04-30;29
2021-05-03;24
2021-05-04;18
2021-05-05;36
2021-05-06;58
2021-05-07;33
2021-05-08;9
2021-05-10;31
2021-05-11;45
2021-05-12;40
2021-05-13;28
2021-05-14;37
2021-05-16;1
2021-05-17;24
2021-05-18;61
2021-05-19;34
2021-05-20;34
2021-05-21;34
2021-05-24;42
2021-05-25;48
2021-05-26;44
2021-05-27;38
2021-05-28;15
2021-05-29;1
2021-05-31;37
2021-06-01;58
2021-06-02;25
2021-06-03;5
2021-06-04;10
2021-06-06;3
2021-06-07;36
2021-06-08;37
2021-06-09;37
2021-06-10;21
2021-06-11;27
2021-06-13;2
2021-06-14;41
2021-06-15;38
2021-06-16;17
2021-06-17;46
2021-06-18;40
2021-06-19;5
2021-06-20;10
2021-06-21;31
2021-06-22;51
2021-06-23;17
2021-06-24;3
2021-06-25;2
2021-06-28;38
2021-06-29;37
2021-06-30;35
2021-07-01;37
2021-07-05;15
2021-07-06;41
2021-07-07;18
2021-07-08;39
2021-07-09;27
2021-07-10;1
2021-07-12;32
2021-07-13;34
2021-07-14;33
2021-07-15;55
2021-07-16;26
2021-07-19;41
2021-07-20;27
2021-07-21;40
2021-07-22;50
2021-07-23;33
2021-07-25;2
2021-07-26;41
2021-07-27;26
2021-07-28;33
2021-07-29;32
2021-07-30;34
2021-07-31;1
2021-08-01;2
2021-08-02;47
2021-08-03;24
2021-08-04;39
2021-08-05;39
2021-08-06;28
2021-08-08;1
2021-08-09;38
2021-08-10;73
2021-08-11;47
2021-08-12;51
2021-08-13;23
2021-08-16;39
2021-08-17;40
2021-08-18;35
2021-08-19;48
2021-08-20;24
2021-08-23;23
2021-08-24;49
2021-08-25;63
2021-08-26;49
2021-08-27;15
2021-08-30;40
2021-08-31;44
2021-09-01;45
2021-09-02;35
2021-09-03;24
2021-09-04;1
2021-09-06;16
2021-09-07;1
2021-09-08;29
2021-09-09;40
2021-09-10;45
2021-09-12;1
2021-09-13;62
2021-09-14;96
2021-09-15;36
2021-09-16;33
2021-09-17;36
2021-09-18;1
2021-09-20;44
2021-09-21;42
2021-09-22;49
2021-09-23;38
2021-09-24;22
2021-09-27;48
2021-09-28;59
2021-09-29;46
2021-09-30;41
2021-10-01;27
2021-10-03;1
2021-10-04;27
2021-10-05;31
2021-10-06;64
2021-10-07;36
2021-10-08;20
2021-10-09;1
2021-10-11;8
2021-10-13;31
2021-10-14;52
2021-10-15;32
2021-10-18;51
2021-10-19;69
2021-10-20;57
2021-10-21;46
2021-10-22;25
2021-10-24;1
2021-10-25;36
2021-10-26;52
2021-10-27;46
2021-10-28;40
2021-10-29;23
2021-10-30;1
2021-11-03;44
2021-11-04;40
2021-11-05;21
2021-11-08;44
2021-11-09;34
2021-11-10;68
2021-11-11;34
2021-11-12;50
2021-11-13;2
2021-11-14;1
2021-11-15;1
2021-11-16;54
2021-11-17;35
2021-11-18;66
2021-11-19;32
2021-11-20;1
2021-11-21;1
2021-11-22;44
2021-11-23;50
2021-11-24;165
2021-11-25;71
2021-11-26;43
2021-11-27;2
2021-11-28;2
2021-11-29;58
2021-11-30;68
2021-12-01;62
2021-12-02;34
2021-12-03;15
2021-12-05;4
2021-12-06;35
2021-12-07;39
2021-12-08;37
2021-12-09;34
2021-12-10;18
2021-12-13;35
2021-12-14;35
2021-12-15;41
2021-12-16;73
2021-12-17;15
2021-12-20;39
2021-12-21;32
2021-12-22;34
2021-12-23;10
2021-12-26;1
2021-12-27;10
2021-12-28;16
2021-12-29;41
2021-12-30;17
2021-12-31;1
2022-01-03;27
2022-01-04;28
2022-01-05;21
2022-01-06;39
2022-01-07;18
2022-01-09;1
2022-01-10;25
2022-01-11;41
2022-01-12;18
2022-01-13;34
2022-01-14;16
2022-01-15;1
2022-01-17;23
2022-01-18;29
2022-01-19;26
2022-01-20;29
2022-01-21;32
2022-01-24;22
2022-01-25;28
2022-01-26;39
2022-01-27;45
2022-01-28;18
2022-01-29;5
2022-01-30;16
2022-01-31;43
2022-02-01;16
2022-02-02;42
2022-02-03;27
2022-02-04;16
2022-02-06;1
2022-02-07;38
2022-02-08;24
2022-02-09;31
2022-02-10;25
2022-02-11;19
2022-02-12;1
2022-02-13;3
2022-02-14;37
2022-02-15;32
2022-02-16;42
2022-02-17;44
2022-02-18;22
2022-02-20;1
2022-02-21;27
2022-02-22;33
2022-02-23;28
2022-02-24;39
2022-02-25;13
2022-02-28;15
2022-03-01;11
2022-03-02;20
2022-03-03;19
2022-03-04;19
2022-03-07;36
2022-03-08;27
2022-03-09;39
2022-03-10;54
2022-03-11;28
2022-03-14;47
2022-03-15;85
2022-03-16;51
2022-03-17;41
2022-03-18;17
2022-03-20;3
2022-03-21;36
2022-03-22;30
2022-03-23;38
2022-03-24;36
2022-03-25;34
2022-03-27;1
2022-03-28;62
2022-03-29;59
2022-03-30;36
2022-03-31;47
2022-04-01;24
2022-04-02;1
2022-04-04;42
2022-04-05;50
2022-04-06;49
2022-04-07;51
2022-04-08;49
2022-04-11;34
2022-04-12;30
2022-04-13;30
2022-04-14;16
2022-04-17;1
2022-04-18;40
2022-04-19;30
2022-04-20;35
2022-04-21;2
2022-04-22;9
2022-04-25;35
2022-04-26;35
2022-04-27;71
2022-04-28;20
2022-04-29;24
2022-05-02;34
2022-05-03;37
2022-05-04;39
2022-05-05;36
2022-05-06;21
2022-05-08;1
2022-05-09;27
2022-05-10;59
2022-05-11;50
2022-05-12;33
2022-05-13;21
2022-05-16;35
2022-05-17;46
2022-05-18;37
2022-05-19;37
2022-05-20;26
2022-05-23;28
2022-05-24;42
2022-05-25;65
2022-05-26;37
2022-05-27;27
2022-05-28;1
2022-05-29;4
2022-05-30;35
2022-05-31;27
2022-06-01;36
2022-06-02;30
2022-06-03;16
2022-06-06;25
2022-06-07;31
2022-06-08;34
2022-06-09;56
2022-06-10;29
2022-06-13;27
2022-06-14;39
2022-06-15;24
2022-06-16;1
2022-06-17;6
2022-06-20;21
2022-06-21;20
2022-06-22;11
2022-06-27;26
2022-06-28;32
2022-06-29;41
2022-06-30;22
2022-07-01;10
2022-07-04;27
2022-07-05;26
2022-07-06;30
2022-07-07;32
2022-07-08;17
2022-07-11;29
2022-07-12;37
2022-07-13;33
2022-07-14;30
2022-07-15;14
2022-07-18;42
2022-07-19;69
2022-07-20;41
2022-07-21;35
2022-07-22;7
2022-07-25;33
2022-07-26;40
2022-07-27;27
2022-07-28;45
2022-07-29;14
2022-08-01;26
2022-08-02;49
2022-08-03;27
2022-08-04;27
2022-08-05;13
2022-08-08;1
2022-08-09;16
2022-08-12;1
